date,State,cases,deaths,population,new_cases,new_deaths,cases_per_100k,deaths_per_100k,new_cases_per_100k,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,overall_pct_change,AREA_SQMI,White,IncomePerCap,Poverty,ChildPoverty,Service,Production,dem_gop_diff_16,FBFilterBubble
2020-06-02,ME,2373,94,1344212,38.0,2.142857142857143,176.53465375997237,6.9929445652917845,2.826935037032849,-10.0,3.0,122.0,-14.0,-31.0,10.0,13.333333333333334,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-03,ME,2411,95,1344212,39.857142857142854,2.0,179.36158879700523,7.067337592582122,2.965093516286334,-9.0,7.0,88.0,-19.0,-32.0,10.0,7.5,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-04,ME,2441,95,1344212,37.0,1.5714285714285714,181.59337961571538,7.067337592582122,2.752542009742511,-7.0,10.0,174.0,-12.0,-30.0,8.0,23.833333333333332,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-05,ME,2477,98,1344212,36.857142857142854,1.8571428571428572,184.27152859816755,7.290516674453137,2.7419144344153197,-12.0,4.0,162.0,-15.0,-33.0,10.0,19.333333333333332,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-06,ME,2523,98,1344212,35.57142857142857,1.2857142857142858,187.6936078535231,7.290516674453137,2.646266256470599,,,,,,,,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-07,ME,2568,99,1344212,35.714285714285715,1.4285714285714286,191.04129408158832,7.364909701743475,2.6568938317977904,,,,,,,,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-08,ME,2586,99,1344212,34.57142857142857,1.4285714285714286,192.3803685728144,7.364909701743475,2.571873229180261,,,,,,,,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-06-09,ME,2604,100,1344212,33.0,0.8571428571428571,193.7194430640405,7.439302729033813,2.4549699005811583,,,,,,,,30844.083,93.8670549243849,27654.70874125348,13.943773831916337,18.58450823865774,18.571241742532543,11.538740049657664,-0.018216509198819984,0.2635850038294907
2020-02-15,CA,8,1,39512223,0.0,0.0,0.020246899294934635,0.0025308624118668293,0.0,1.0,1.0,19.0,1.0,-1.0,0.0,3.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-16,CA,8,1,39512223,0.0,0.0,0.020246899294934635,0.0025308624118668293,0.0,5.0,0.0,31.0,1.0,-1.0,-1.0,5.833333333333333,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-17,CA,8,2,39512223,0.0,0.0,0.020246899294934635,0.005061724823733659,0.0,9.0,1.0,44.0,-12.0,-38.0,8.0,2.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-18,CA,9,2,39512223,0.0,0.0,0.02277776170680146,0.005061724823733659,0.0,0.0,0.0,16.0,3.0,0.0,0.0,3.1666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-19,CA,9,2,39512223,0.0,0.0,0.02277776170680146,0.005061724823733659,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.3333333333333335,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-20,CA,9,2,39512223,0.0,0.0,0.02277776170680146,0.005061724823733659,0.0,2.0,1.0,12.0,1.0,0.0,0.0,2.6666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-21,CA,12,2,39512223,1.7142857142857142,0.2857142857142857,0.03037034894240195,0.005061724823733659,0.0043386212774859925,1.0,0.0,8.0,0.0,1.0,0.0,1.6666666666666667,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-22,CA,12,2,39512223,0.5714285714285714,0.14285714285714285,0.03037034894240195,0.005061724823733659,0.0014462070924953308,0.0,0.0,-3.0,-4.0,1.0,1.0,-0.8333333333333334,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-23,CA,12,2,39512223,0.5714285714285714,0.14285714285714285,0.03037034894240195,0.005061724823733659,0.0014462070924953308,4.0,1.0,16.0,3.0,2.0,0.0,4.333333333333333,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-24,CA,13,2,39512223,0.7142857142857143,0.0,0.03290121135426878,0.005061724823733659,0.0018077588656191638,2.0,0.0,12.0,1.0,4.0,0.0,3.1666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-25,CA,13,2,39512223,0.5714285714285714,0.0,0.03290121135426878,0.005061724823733659,0.0014462070924953308,3.0,1.0,20.0,3.0,3.0,-1.0,4.833333333333333,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-26,CA,15,2,39512223,0.8571428571428571,0.0,0.037962936178002435,0.005061724823733659,0.0021693106387429962,5.0,3.0,16.0,3.0,2.0,-1.0,4.666666666666667,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-27,CA,16,2,39512223,1.0,0.0,0.04049379858986927,0.005061724823733659,0.0025308624118668293,5.0,3.0,14.0,3.0,2.0,-1.0,4.333333333333333,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-28,CA,18,2,39512223,0.8571428571428571,0.0,0.04555552341360292,0.005061724823733659,0.0021693106387429962,4.0,4.0,10.0,2.0,3.0,-1.0,3.6666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-02-29,CA,22,2,39512223,1.4285714285714286,0.0,0.05567897306107024,0.005061724823733659,0.0036155177312383277,4.0,4.0,15.0,1.0,2.0,-1.0,4.166666666666667,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-01,CA,22,2,39512223,1.4285714285714286,0.0,0.05567897306107024,0.005061724823733659,0.0036155177312383277,5.0,3.0,-4.0,-1.0,1.0,0.0,0.6666666666666666,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-02,CA,30,2,39512223,2.4285714285714284,0.0,0.07592587235600487,0.005061724823733659,0.006146380143105156,6.0,6.0,8.0,0.0,4.0,-1.0,3.8333333333333335,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-03,CA,34,2,39512223,3.0,0.0,0.08604932200347219,0.005061724823733659,0.0075925872356004875,8.0,9.0,30.0,2.0,3.0,-1.0,8.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-04,CA,48,3,39512223,4.714285714285714,0.14285714285714285,0.1214813957696078,0.0075925872356004875,0.01193120851308648,4.0,6.0,15.0,-1.0,2.0,0.0,4.333333333333333,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-05,CA,62,3,39512223,6.571428571428571,0.14285714285714285,0.1569134695357434,0.0075925872356004875,0.016631381563696306,5.0,7.0,11.0,-1.0,2.0,0.0,4.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-06,CA,79,4,39512223,8.714285714285714,0.2857142857142857,0.1999381305374795,0.010123449647467317,0.022054658160553794,2.0,5.0,7.0,-4.0,2.0,0.0,2.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-07,CA,98,4,39512223,10.857142857142858,0.2857142857142857,0.24802451636294925,0.010123449647467317,0.027477934757411285,0.0,4.0,0.0,-6.0,2.0,1.0,0.16666666666666666,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-08,CA,110,4,39512223,12.571428571428571,0.2857142857142857,0.2783948653053512,0.010123449647467317,0.031816556034897275,2.0,3.0,11.0,-4.0,1.0,0.0,2.1666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-09,CA,173,5,39512223,20.428571428571427,0.42857142857142855,0.43783919725296144,0.012654312059334146,0.051701903556708076,3.0,6.0,12.0,-7.0,1.0,1.0,2.6666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-10,CA,200,6,39512223,23.714285714285715,0.5714285714285714,0.5061724823733659,0.015185174471200975,0.06001759433855623,-1.0,4.0,-10.0,-13.0,-3.0,3.0,-3.3333333333333335,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-11,CA,289,7,39512223,34.42857142857143,0.5714285714285714,0.7314192370295136,0.017716036883067804,0.0871339773228437,3.0,9.0,12.0,-10.0,-3.0,2.0,2.1666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-12,CA,315,7,39512223,36.142857142857146,0.5714285714285714,0.7972216597380511,0.017716036883067804,0.09147259860032969,-3.0,13.0,-15.0,-18.0,-6.0,4.0,-4.166666666666667,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-13,CA,385,7,39512223,43.714285714285715,0.42857142857142855,0.9743820285687292,0.017716036883067804,0.11063484257589283,-3.0,31.0,-20.0,-21.0,-8.0,5.0,-2.6666666666666665,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-14,CA,483,7,39512223,55.0,0.42857142857142855,1.2224065449316786,0.017716036883067804,0.1391974326526756,-13.0,23.0,-37.0,-24.0,-6.0,6.0,-8.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-15,CA,600,9,39512223,70.0,0.7142857142857143,1.5185174471200975,0.02277776170680146,0.17716036883067804,-16.0,11.0,-25.0,-23.0,-8.0,6.0,-9.166666666666666,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-16,CA,719,14,39512223,78.0,1.2857142857142858,1.8196900741322501,0.03543207376613561,0.19740726812561268,-12.0,21.0,-27.0,-31.0,-24.0,11.0,-10.333333333333334,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-17,CA,902,17,39512223,100.28571428571429,1.5714285714285714,2.2828378955038797,0.043024661001736096,0.2538093447329306,-23.0,11.0,-12.0,-34.0,-33.0,14.0,-12.833333333333334,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-18,CA,1086,20,39512223,113.85714285714286,1.8571428571428572,2.7485165792873762,0.050617248237336585,0.2881567631796947,-29.0,4.0,-20.0,-39.0,-38.0,17.0,-17.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-19,CA,1297,22,39512223,140.28571428571428,2.142857142857143,3.2825285481912774,0.05567897306107024,0.35504384120760374,-32.0,3.0,-20.0,-43.0,-40.0,18.0,-19.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-20,CA,1576,27,39512223,170.14285714285714,2.857142857142857,3.988639161102123,0.06833328512040439,0.4306081617904847,-40.0,-3.0,-22.0,-46.0,-44.0,21.0,-22.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-21,CA,1783,32,39512223,185.71428571428572,3.5714285714285716,4.512527680358557,0.08098759717973854,0.47001730506098255,-48.0,-13.0,-22.0,-47.0,-33.0,16.0,-24.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-22,CA,2084,36,39512223,212.0,3.857142857142857,5.274317266330472,0.09111104682720585,0.5365428313157677,-50.0,-22.0,-24.0,-52.0,-36.0,14.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-23,CA,2566,43,39512223,263.85714285714283,4.142857142857143,6.494192948850284,0.10882708371027365,0.667786124959719,-41.0,-18.0,-28.0,-52.0,-49.0,21.0,-27.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-24,CA,2969,55,39512223,295.2857142857143,5.428571428571429,7.514130500832616,0.1391974326526756,0.7473275150469623,-42.0,-18.0,-31.0,-52.0,-50.0,22.0,-28.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-25,CA,3497,70,39512223,344.42857142857144,7.142857142857143,8.850425854298301,0.17716036883067804,0.8717013250015607,-42.0,-19.0,-30.0,-52.0,-51.0,22.0,-28.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-26,CA,4347,86,39512223,435.7142857142857,9.142857142857142,11.001658904385106,0.2176541674205473,1.10273290802769,-42.0,-18.0,-28.0,-53.0,-51.0,23.0,-28.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-27,CA,5205,103,39512223,518.4285714285714,10.857142857142858,13.173138853766845,0.2606788284222834,1.312071384666389,-44.0,-17.0,-29.0,-54.0,-50.0,24.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-28,CA,6037,124,39512223,607.7142857142857,13.142857142857142,15.278816380440048,0.3138269390714868,1.5380412428687844,-50.0,-20.0,-48.0,-53.0,-37.0,18.0,-31.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-29,CA,6686,135,39512223,657.4285714285714,14.142857142857142,16.921346085741618,0.34166642560202193,1.6638612599158782,-50.0,-24.0,-38.0,-54.0,-39.0,15.0,-31.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-30,CA,7622,152,39512223,722.2857142857143,15.571428571428571,19.29023330324897,0.38469108660375806,1.8280057649140984,-40.0,-20.0,-24.0,-53.0,-51.0,21.0,-27.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-03-31,CA,8794,185,39512223,832.1428571428571,18.571428571428573,22.256404049956895,0.46820954619536337,2.106039078446326,-40.0,-18.0,-23.0,-52.0,-53.0,22.0,-27.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-01,CA,10151,215,39512223,950.5714285714286,20.714285714285715,25.690784342860184,0.5441354185513683,2.405765498365983,-39.0,-14.0,-25.0,-51.0,-52.0,22.0,-26.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-02,CA,11376,246,39512223,1004.1428571428571,22.857142857142858,28.79109079739705,0.62259215331924,2.5413474132874203,-41.0,-15.0,-30.0,-54.0,-53.0,23.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-03,CA,12734,284,39512223,1075.5714285714287,25.857142857142858,32.228001952712205,0.7187649249701795,2.7221232998493368,-42.0,-12.0,-31.0,-53.0,-51.0,23.0,-27.666666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-04,CA,14034,323,39512223,1142.4285714285713,28.428571428571427,35.51812308813908,0.8174685590329858,2.89132952967129,-50.0,-18.0,-54.0,-54.0,-39.0,18.0,-32.833333333333336,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-05,CA,15335,352,39512223,1235.5714285714287,31.0,38.81077508597782,0.8908635689771238,3.1270612857480296,-53.0,-27.0,-61.0,-59.0,-42.0,16.0,-37.666666666666664,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-06,CA,16524,389,39512223,1271.7142857142858,33.857142857142854,41.819970493687485,0.9845054782161965,3.2185338843483593,-46.0,-23.0,-54.0,-60.0,-54.0,24.0,-35.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-07,CA,17685,448,39512223,1270.142857142857,37.57142857142857,44.75830175386487,1.1338263605163394,3.214556814843997,-47.0,-23.0,-41.0,-57.0,-55.0,24.0,-33.166666666666664,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-08,CA,19170,505,39512223,1288.4285714285713,41.42857142857143,48.51663243548712,1.2780855179927488,3.2608354418038474,-47.0,-22.0,-43.0,-58.0,-55.0,24.0,-33.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-09,CA,20316,546,39512223,1277.142857142857,42.857142857142854,51.4170007594865,1.3818508768792888,3.232272851727065,-49.0,-24.0,-54.0,-62.0,-56.0,26.0,-36.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-10,CA,21545,596,39512223,1258.7142857142858,44.57142857142857,54.527430663670835,1.5083939974726301,3.1856326729940907,-47.0,-19.0,-44.0,-59.0,-56.0,26.0,-33.166666666666664,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-11,CA,22541,632,39512223,1215.2857142857142,44.142857142857146,57.048169625890196,1.599505044299836,3.075720933964445,-48.0,-14.0,-46.0,-53.0,-40.0,18.0,-30.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-12,CA,23412,677,39512223,1153.857142857143,46.42857142857143,59.2525507866262,1.7133938528338433,2.920253671521197,-62.0,-34.0,-55.0,-58.0,-44.0,16.0,-39.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-13,CA,24416,726,39512223,1127.4285714285713,48.142857142857146,61.7935366481405,1.837406111015318,2.8533665934932877,-45.0,-25.0,-36.0,-55.0,-52.0,22.0,-31.833333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-14,CA,25838,779,39512223,1164.7142857142858,47.285714285714285,65.39242299781513,1.97154181884426,2.9477316062786088,-43.0,-21.0,-25.0,-52.0,-52.0,22.0,-28.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-15,CA,27076,879,39512223,1129.4285714285713,53.42857142857143,68.52563066370627,2.224628060030943,2.8584283183170216,-45.0,-17.0,-28.0,-51.0,-52.0,22.0,-28.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-16,CA,28105,971,39512223,1112.7142857142858,60.714285714285715,71.12988808551724,2.457467401922691,2.8161267608615335,-54.0,-16.0,-34.0,-53.0,-52.0,23.0,-31.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-17,CA,29399,1011,39512223,1122.0,59.285714285714285,74.40482404647291,2.558701898397364,2.8396276261145825,-56.0,-17.0,-39.0,-54.0,-50.0,24.0,-32.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-18,CA,30808,1147,39512223,1181.0,73.57142857142857,77.97080918479327,2.902899186411253,2.988948508414725,-59.0,-18.0,-47.0,-50.0,-35.0,17.0,-32.0,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-19,CA,31570,1177,39512223,1165.4285714285713,71.42857142857143,79.8993263426358,2.978825058767258,2.9495393651442274,-59.0,-21.0,-39.0,-52.0,-37.0,14.0,-32.333333333333336,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-20,CA,33848,1224,39512223,1347.4285714285713,71.14285714285714,85.66463091686843,3.0977755921249988,3.41015632410399,-54.0,-19.0,-34.0,-53.0,-50.0,21.0,-31.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-21,CA,35793,1317,39512223,1422.142857142857,76.85714285714286,90.58715830794942,3.333145796428614,3.5992479014477547,-53.0,-17.0,-25.0,-52.0,-51.0,21.0,-29.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-22,CA,37667,1430,39512223,1513.0,78.71428571428571,95.32999446778786,3.6191332489695656,3.8291948291545124,-53.0,-16.0,-25.0,-52.0,-51.0,22.0,-29.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-23,CA,39535,1527,39512223,1632.857142857143,79.42857142857143,100.05764545315509,3.864626902920648,4.1325367668054085,-53.0,-15.0,-28.0,-52.0,-51.0,22.0,-29.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-24,CA,41296,1611,39512223,1699.5714285714287,85.71428571428571,104.51449416045257,4.077219345517462,4.301381444854238,-54.0,-14.0,-29.0,-52.0,-50.0,23.0,-29.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-25,CA,42544,1690,39512223,1676.5714285714287,77.57142857142857,107.67301045046239,4.277157476054941,4.243171609381301,-56.0,-13.0,-35.0,-47.0,-34.0,15.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-26,CA,43652,1713,39512223,1726.0,76.57142857142857,110.47720600281083,4.335367311527878,4.368268522882147,-56.0,-17.0,-31.0,-50.0,-36.0,13.0,-29.5,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-27,CA,45151,1776,39512223,1614.7142857142858,78.85714285714286,114.2709687581992,4.494811643475488,4.086619691618681,-51.0,-15.0,-23.0,-51.0,-49.0,20.0,-28.166666666666668,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
2020-04-28,CA,46393,1865,39512223,1514.2857142857142,78.28571428571429,117.4142998737378,4.720058398131636,3.832448795112627,-51.0,-14.0,-19.0,-49.0,-50.0,13.0,-28.333333333333332,155785.73700000002,38.7250354671545,30318.055748109964,16.294261743904393,21.997279723646137,18.880480168584935,11.217510433751297,-0.2758984778729024,5.3389681893129355
