geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Richmond,VA,,Richmond,transit,,100,98.47,104.38,102.82,104.73,92.69,83.77,94.33,94.84,101.49,102.35,105.08,105.59,80.88,99.06,102.03,98.63,97.69,108.84,102.66,84.51,99.69,94.92,94.96,94.06,109.86,100.2,84.08,101.41,104.22,104.38,99.92,120.34,100.7,87.64,93.98,94.64,108.02,94.33,104.73,108.33,86.35,93.12,92.73,94.21,110.17,107.59,111.38,83.34,90.85,98.47,99.73,104.18,101.1,91.94,80.02,87.41,84.59,71.33,74.15,83.73,69.57,51.78,63.86,60.66,58.47,58.66,54.79,45.95,44.54,41.61,47.52,51.82,45.56,55.42,50.45,45.25,54.87,41.73,48.26,50.45,49.16,49.2,41.69,50.92,45.6,47.87,53.54,48.18,47.05,41.06,47.28,47.83,46.85,53.62,47.52,47.13,43.18,49.82,48.18,52.05,46.46,51.31,46.93,46.85,53.85,55.69,54.09,47.24,57.37,56.24,50.92,57.37,48.69,50.18,57.88,54.4,53.62,48.14
city,Richmond,VA,,Richmond,walking,,100,96.75,90.03,97.13,111.7,119.36,94.75,93.43,78.87,79.89,78.85,109.11,135.95,70.58,76.72,79.75,80.1,82.18,102.28,125.52,68.42,74.76,83.02,78.94,75.81,103.27,122.29,77.33,70.57,74.81,78.03,88.63,122.86,135.5,81.99,81.46,82.54,80.4,78.57,109.84,142.63,81.05,66.37,74.69,80.93,90.25,118.01,146.43,78.23,80.32,97.49,86.82,88.62,103.52,125.08,76.87,76.98,76.18,76.59,73.23,94.59,98.23,52.73,55.27,57.79,49.99,61.13,64.27,45.78,39.69,38.12,44.02,37.36,46.36,53.27,52.85,46.54,46.09,38.23,42.06,45.72,52.72,45.22,42.58,45.94,48.45,45.79,49.27,52.09,48.85,36.72,44.69,49.19,53.76,54.5,58.39,53.24,46.93,46.23,54.35,55.45,48.11,56.09,52.48,44.22,50.75,54.62,59.75,47.05,63.18,68.52,57.55,63.24,54.21,59.16,67.15,71.91,67.54,53.17
city,Rochester,NY,,Rochester,driving,,100,107,106.08,105.45,122.77,101.94,79.86,95.94,101.87,101.38,106.81,127.08,119.11,81.73,93.76,98.21,98.08,103.34,125.21,119.59,79.29,93.48,99.18,100.96,101.2,90.99,110.14,84.96,99.36,101.8,105.67,110.23,131.12,121.66,89.32,101.38,108.1,108,112.42,132.43,123.66,89.88,98.85,105.33,113.07,109.74,131.84,129.92,94.49,103.3,109.44,111.03,116.96,129.91,131.62,92.84,104.78,104.76,106.4,102.76,110.55,96.22,67.41,77.49,69.47,66.48,66.74,71.71,60.28,45.09,45.91,50.41,53.49,57.06,65.67,51.76,44.67,50.87,53.63,57.82,59.64,65.16,59.26,47.69,59.28,60.95,60.92,59.69,65.22,64.76,41.42,54.24,62.4,67.13,65.55,74.74,71.96,54.75,69.99,64.53,69.6,70.91,81.96,81.49,53.13,69.22,75.82,75.76,75.14,92.85,87.44,75.74,76.08,85.28,85.58,84,97.18,89.25,67.62
city,Rochester,NY,,Rochester,transit,,100,99.26,95.92,89.83,88.26,76.77,63.28,95.84,101.49,107.71,98.64,111.57,80.85,63.06,97.98,84.97,96.1,92.68,105.04,81.16,62.53,91.41,96.14,97.5,88.69,78.62,73.75,60.43,96.8,104.21,98.33,93.16,105.26,78.62,66.96,90.8,100,95.92,89.26,93.16,77.96,62.05,101.01,91.37,86.81,93.69,93.73,84.27,64.81,99.17,98.77,102.32,98.69,102.1,88.34,63.63,91.94,89.57,90.05,91.06,81.99,69.06,57.67,67.09,54.12,60.25,49.17,50.88,38.78,35.76,34.66,39,36.99,40.93,43.12,35.76,35.5,43.73,47.81,41.1,33.39,42.2,36.28,32.56,44.48,45.49,40.4,38.48,32.25,35.85,28.79,35.45,35.36,38.08,35.93,41.37,34.18,30.19,42.24,37.82,35.63,33.48,37.69,38.78,33.13,41.24,37.12,33.74,46.45,39.13,39.35,39.75,42.68,46.41,46.89,37.6,39.83,35.71,32.08
city,Rochester,NY,,Rochester,walking,,100,104.95,108.02,93.66,108.75,104.5,72.81,82.75,90.11,90.81,97.93,129.88,127.67,74.03,85.14,84.12,87.06,88.49,119.33,117.89,73.39,86.46,89.93,86.88,91.17,90.73,115.22,73.57,84.74,89.33,98.08,94.79,123.81,127.07,80.63,89.25,98.65,96.82,104.2,140.1,132.22,88.1,93.75,93.33,105.19,97.48,122.2,132.55,90.9,97.79,102.38,111.26,133.02,134.8,155.79,98.89,116.54,95.89,96.89,99.16,105.03,128.64,72.51,82.84,76.01,75.27,72.88,77.07,63.3,53.51,49.96,59.56,61.42,71.47,77.07,54.04,64.75,55.57,62.46,65.64,69.79,67.27,63.56,58.77,72.17,72.92,73.06,65.33,62.98,67.87,54.13,52.78,69.85,66.72,65.1,72.33,69.33,55.79,80.77,63.3,65.2,66.96,76.52,94.35,51.01,72.19,79.28,79.88,78.02,90.79,99.29,102.56,79.22,86.33,88.65,82.07,87.72,79.62,64.36
city,Sacramento,CA,,Sacramento,driving,,100,101.87,106.73,102.75,124.13,113.46,83.83,100.15,108.5,110.06,110.07,124.95,114.26,86.02,101.33,104.06,105.83,111.19,126.31,119.29,78.17,102.12,108.01,110.39,114.55,129.29,119.32,92.94,107.76,111.84,110.67,120.84,139.31,119.55,97.75,106.85,110.21,112.73,117.98,134.51,130.63,102,111.27,114.06,115.06,119.34,133.98,126.7,96.03,109.47,118.45,115.21,117.39,129.14,119.04,90.75,104.16,108.58,109.08,107.02,112.99,86.86,63.79,78.93,75.51,68.14,69.79,61.66,52.06,41.85,53.47,52.57,54.19,56.89,61.32,48.71,41.57,55.71,57.56,57.81,59.09,65.34,49.18,37.76,53.92,58.41,57.6,59.18,67.05,58.84,39.68,59.23,61.78,65.19,65.42,71.52,65.15,53.65,65.94,66.08,67.57,70.26,76.3,69.94,57.49,69.58,72,71.69,75.4,86.34,77.45,64.22,77.07,79.49,78.53,80.27,91.12,85.96,66.99
city,Sacramento,CA,,Sacramento,transit,,100,102.03,102.5,92.64,112.51,94.01,73.85,100.5,131.6,130.16,127.3,125.02,95.77,78.63,120.39,117.15,121.08,121.06,121.37,103.93,75.26,112.23,116.02,117.38,117.3,121.73,97.01,88.15,117.53,119.92,113.39,124.34,121.86,98.52,86.13,102.84,118.1,117.77,124.73,126.21,106.59,87.62,116.81,121.95,117.41,117.57,123.91,104.15,85.97,111.98,117.82,114.5,118.91,118.31,87.69,78.25,106.48,108.77,111.33,105.6,97.88,63.06,54.48,63.09,61.22,49.45,49.99,39.75,35.84,32.43,43.07,35.12,35.74,34.74,33.88,29.07,29.2,36.52,35.84,36.87,34.05,34.52,23.82,21.54,27.7,33.57,31.14,30.73,30.34,29.42,25.83,30.68,32.53,30.71,33.45,32.12,30.23,28.39,34.41,32.36,33.34,35.44,36.12,34.73,30.35,36.5,36.54,34.97,37.05,41.2,36.67,31.72,37.73,38.21,40.49,37.58,40.4,38.88,29.85
city,Sacramento,CA,,Sacramento,walking,,100,98.96,107.49,93.61,124.25,142.44,95.2,99.39,112,119.25,111.72,129.77,141.88,97.57,103.57,104.47,109.59,109.73,131.79,157.71,80.96,98.77,104.38,110.68,110.85,143.53,151.51,104.44,109.32,109.03,108.42,131.88,159.67,158.35,123.5,108.41,108.5,112.81,119.71,139.59,171.55,115.21,109,110.35,115.87,120.23,139.98,161.83,105.4,102.49,121.67,113.61,117.66,133.35,137.15,103.22,102.25,107.26,114.48,104.05,115.42,92.59,60.44,69.54,72.47,63.29,70.79,60.3,60.16,49.86,56.06,50.66,56.66,56.68,62.04,46.2,49.46,57.9,61.43,61.8,63.59,67.12,44.5,33.64,52.87,62.16,59.32,58.8,69.1,64.16,45.44,63.4,67.41,66.85,67.41,68.87,68.88,57.94,64.65,70.79,70.34,71.39,75.69,74.27,62.11,73.16,73.76,72.77,76.53,86.75,79.39,68.17,77.75,81.24,80.5,83.2,89.42,89.57,68.28
city,Saint Petersburg - Clearwater (Florida),FL,,Saint Petersburg - Clearwater (Florida),driving,,100,101.18,102.74,107,118.67,115.7,82.57,97.89,97.78,96.86,100.98,115.88,105.01,78.77,94.55,97.39,98.03,103.8,120.67,103.59,76.59,94.8,100.32,103.16,127.86,118.27,112.47,89.87,104.53,109.78,113.51,120.09,136.15,127.28,101.47,114.11,116.18,117.74,123.78,135.83,126.26,98.63,110.91,114.65,115.22,123.07,132.29,130.67,99,110.84,115.64,122,123.71,133.49,127.73,94.25,113.82,118.95,119.73,114.38,120.96,114.76,91.92,98.03,89.46,80.38,76.82,76.35,57.71,43.7,53.32,53.72,52.92,50.33,54.1,45.16,35.9,47.24,48.36,48.57,48.86,49.7,42.26,30.58,44.15,46.16,47.71,48.2,53.5,46.73,31.69,47.38,49.14,51.39,49.69,58.49,49.61,43.34,50.14,55.41,55.91,57.53,51.98,58.4,47.38,58.36,59.23,61.12,61.14,72.33,68.64,56.44,70.66,75.79,75.22,77.45,92.12,98.31,60.72
city,Saint Petersburg - Clearwater (Florida),FL,,Saint Petersburg - Clearwater (Florida),transit,,100,101.86,105.93,111.46,105.82,91.71,72.28,87.41,96.76,92.65,94.65,100.51,91.85,71.77,102,88.1,88.91,93.2,98.84,84.94,69.92,94.69,94.07,95.78,110.88,100.95,96.18,83.63,102.26,111.57,106.51,107.35,112.55,104.55,93.16,106.33,105.93,106.77,108.08,112,98.8,86.72,101.49,108.66,100.58,104,111.28,98.07,85.01,95.71,110.73,105.89,99.53,107.42,97.02,85.05,102.11,97.6,100.58,90.03,88.72,88.32,79.74,87.38,75.95,63.37,61.95,64.5,48.64,45.8,52.02,49.87,46.38,44.49,49.76,42.34,39.58,50.2,41.43,42.63,41.8,39.03,35.39,27.14,38.09,40.67,41.29,38.81,36.52,34.99,30.59,40.01,38.01,33.61,31.39,35.47,33.36,33.25,32.56,48.24,37.36,41.29,34.56,39.32,37,41.43,41.72,45.8,36.45,43.62,41.11,44.74,52.86,48.74,53.55,53.51,57.08,56.02,41.69
city,Saint Petersburg - Clearwater (Florida),FL,,Saint Petersburg - Clearwater (Florida),walking,,100,102.06,103.7,107.72,135.31,168.76,101.79,113.04,89.48,92.47,98.36,128.78,136.88,94.1,89.54,91.69,92.55,99.89,120.54,131.73,86.53,92.44,94.36,107.05,105.31,141.16,154.78,113.87,102.49,111.73,112.78,120.23,149.41,186.26,132.44,121.58,116.91,115.68,128.72,144.39,201.68,128.82,115.9,108.89,103.38,117.85,142.25,179.56,126.3,120.05,122.1,125.9,124.11,167.74,190.62,127.19,133.35,138.76,137.2,136.52,149.05,174.17,137.27,129.88,113.33,98.44,85.33,84.32,63.38,50.78,56.21,60.67,55.94,53.44,57.52,53.2,42.27,48.21,52.19,52.59,49.6,52.45,50,31.78,50.69,51.55,55.27,51.98,58.51,54.26,39.69,49.77,51.53,52.02,50.86,62.96,52.84,45.78,49.41,60.68,61.64,61.38,49.95,63.16,51.49,60.22,61.89,62.96,62.84,77.23,76.86,60.2,72.59,85.69,79.38,82.46,105.01,127.88,64.3
city,Salt Lake City,UT,,Salt Lake City,driving,,100,110.87,111.84,116.86,132.36,128.42,69.85,103.4,108.28,108.35,119.4,131.25,134.19,69.6,104.44,106.81,111.27,114.24,132.72,129.75,68.3,87.53,116.54,112.13,119.61,134.58,134.89,74.69,109.63,115.77,119.18,130.8,147.3,129.31,72.96,114.65,113.54,121.05,127.16,147.82,142.2,80.79,115.26,120.83,123.84,126.63,147.42,141.12,71.37,113.59,120.05,121.17,131.34,144.06,139.79,75.81,110.39,116.08,116.62,108.72,114.22,102.61,60.41,86.25,80.74,69.23,72.77,78.45,71.99,44.49,64.69,65,61.9,62.16,72.08,59.7,39.98,60,64.36,64.29,62.96,73.23,60.38,39.23,62.64,65.68,71.25,68.76,81.12,69.85,37.84,66.13,71.35,70.05,72.41,87.4,82.05,49.53,80,80.73,80.56,80.41,94.82,88.45,57.46,82.56,87.02,89.21,92.12,104.85,98.06,62.19,95.96,100.01,101.07,103.15,118.91,111.34,63.2
city,Salt Lake City,UT,,Salt Lake City,transit,,100,105.63,103.8,103.43,112.68,96.31,62.27,89.63,100.25,97.67,103.01,99.64,95.32,59.81,96.31,94.4,96.86,101.78,108.63,88.99,60.94,99.3,97.63,108.29,104.81,99.5,87.88,58.59,96.77,97.36,102.4,100.32,106.9,86.44,59.13,94.8,95.61,98.82,99.43,112.68,97.26,61.1,98.82,101.99,112.3,107.94,111.64,98.12,58.14,104.47,102.22,101.45,109.85,112.48,95.07,62.97,97.38,90.14,87.37,79.48,73.98,62.91,44.42,59.43,51.47,43.19,38.81,38.67,32.42,26.63,33.72,36.07,33.57,31.24,31.4,26.67,21.59,30.43,30.63,30.85,29.29,28.96,24.57,25.27,31.08,30.74,30.54,27.06,30.52,27.91,20.91,30.51,28.53,26.94,26.18,28.91,26.18,21.81,32.32,31.19,30.61,29.2,31.71,27.39,25.74,35.49,32.53,35.15,34.11,35.46,34.45,28.35,36.75,39.69,39.4,37.09,40.64,38.86,26.17
city,Salt Lake City,UT,,Salt Lake City,walking,,100,109.15,119.97,132.89,153.27,160.24,80.34,107.38,109.39,108.85,123.67,147.96,168.55,80.93,112.29,114.39,114.73,129.92,157.36,159.53,78.21,77.39,108.4,108.88,108.87,146.33,159.69,86.02,111.72,117.95,126.26,136.86,176.83,170.01,81.55,115.81,111.92,122.01,130.59,172.02,180.02,101.76,119.41,128.72,142.32,141.36,177.51,178.05,78.95,122.52,135.57,150.12,156.88,175.65,175.89,87.51,115.92,123.93,115.78,117.14,119.6,116.19,68.6,93.9,92.6,66.95,73.44,78.41,78.12,52.5,69.55,68.05,61.33,60.04,75.82,62.04,45.35,67.92,70.91,68.79,66.78,80.46,68.47,46.16,70.1,79.29,80.1,71.32,87.9,81.99,45.5,67.44,74.54,70.23,70.43,88.35,87.05,52.14,87.09,87.32,86.52,79.22,99.52,96.09,62.66,88.68,88.92,95.61,97.78,107.72,109.35,68.55,104.82,112.55,104.72,110.74,128.7,126.7,68.57
city,San Antonio,TX,,San Antonio,driving,,100,102.27,104.15,108.25,124.95,121.24,91.13,96.73,102.52,102.36,111.12,128.26,120.05,84.16,99.87,103.38,106.89,110.05,128.94,123.8,80.15,99.49,104.14,101.31,113.27,129.73,127.07,87.2,101.91,104.27,115.38,129.79,153.28,143.3,102.8,109.63,111.43,108.54,112.34,137.35,134.85,91.66,104.85,112.74,118.73,120.14,141.17,138.13,97.03,108.71,112.73,115.77,124.84,144.48,133.24,96.34,109.21,115.71,119.01,115.65,119.63,104.04,74.32,87.19,82.72,78.51,74.23,73.54,56.11,43.51,61.79,63.36,53.47,55.93,62.28,52.44,41.33,52.85,57.53,57.99,54.55,59.58,45.14,40.79,54.25,57.26,58.44,58.94,65.05,56.68,38.61,58.6,61.16,66.53,67.33,72.58,64.75,53.26,67.44,66.86,66.09,72.48,80.29,72.81,57.08,69.93,71.89,73.99,77.76,90.86,81.66,64.31,79.48,83.73,82.97,84.42,97.06,91.44,67.01
city,San Antonio,TX,,San Antonio,transit,,100,103.18,98.17,96.02,103.07,90.75,79.89,104.27,113.45,101.95,108.34,104.94,94.38,79.7,108.59,102.95,112.16,99.17,109.39,96.65,76.23,110.71,107.85,93.83,97,105.71,95.08,81.74,107.43,97.76,104.61,113.35,109.38,97.06,80.35,101.61,107.33,102.24,96.05,106,97.58,79.01,114,106.28,99.71,101.84,108.7,95.25,77.94,106.46,105.18,103.52,108.02,112.79,89.36,76.96,101.5,98.05,98.45,97.56,92.92,78.09,63.41,80.58,72.79,69.04,57.94,50.86,40.55,39.64,51.83,49.54,44.36,49.71,50.13,44.02,39.31,48.23,46.54,44.44,39.59,43.37,31.69,34.89,47.04,44.89,44.33,43.29,41.78,38.5,35.51,44.69,40.66,42.86,41.1,42,39.19,37.17,43.73,42.64,43.63,43.03,44.09,39.51,37.28,44.87,44.92,46.49,45.63,50.32,44.5,43.27,48.61,49.07,49.32,48.47,52.93,45.29,39.51
city,San Antonio,TX,,San Antonio,walking,,100,105.49,110.11,111.81,162.46,213.79,129.03,120.85,105.63,98.39,113.75,152.41,192.49,116.14,118,125.16,123.74,114.51,146.39,200.19,100.28,106.49,113.93,107.9,129.93,168.11,193.49,112.8,107.5,100.56,135.16,165.82,228.34,249.39,153.76,126.36,118.1,117.44,118.4,168.34,209.42,119.24,114.31,123.27,131.27,136.5,172.56,213.61,126.79,119.33,119.55,121.48,147.2,190.64,209.96,143.5,135.71,146.48,149.83,149.36,154.68,158.51,94.14,97.04,87.46,79.22,72.47,66.89,53.15,42.25,60.48,62.64,54.85,57.03,63.83,54.55,45.82,54.18,60.36,59.68,50.36,55.43,42.45,42.01,54.95,59.3,59.44,57.28,64.76,58.92,41.47,60.69,59.17,66.09,63.85,66.23,61.31,54.35,68.14,63.88,66.89,69.4,75.97,72.13,59.08,67.04,68.31,74.29,75.59,87.02,83.1,62.45,77.9,81.4,79.01,82.69,95.81,94.65,68.67
city,San Diego,CA,,San Diego,driving,,100,108.21,112.17,113.81,128.94,121.41,94.84,103.63,111.58,111.84,118.84,134.33,123.03,89.8,104.33,111.78,111.35,116.45,141.59,123.78,82.64,104.08,112.88,115.55,119.83,133.03,127.89,89.12,104.72,115.29,117.77,129.08,153.56,133.09,110.1,112.88,116.69,117.73,121.61,140.89,123.96,101.59,112.51,117.8,118.63,121.25,140.93,133.11,94.61,110.27,119.33,115.52,120.55,138.74,128.41,99.6,110.33,110.85,110.92,105.37,107.55,89.84,70.2,79.33,71.75,61.84,60.73,57.27,49.51,38.56,46.11,47.23,45.93,45.86,51.51,45.19,37.1,47.61,46.93,47.59,47.41,53.35,44.98,34.8,41.44,41.51,42.91,43.28,48.63,48.75,31.06,45.65,49.2,52.27,52.3,58.03,51.71,41.69,52.11,52.54,54.12,56.19,62.48,58.45,47.34,56.58,58.87,60.59,63.66,72.65,68.5,56.22,64.02,66.47,65.92,67.63,78.35,75.69,58.37
city,San Diego,CA,,San Diego,transit,,100,100.79,101.17,99.02,105.72,100.96,81.38,93.72,103.14,104.86,106.2,117.76,99.78,80.38,107.19,107.62,107.68,107.57,119.27,105.25,78.7,109.89,114.17,107.09,110.37,113.89,103.71,75.14,101.12,109.46,109.33,114.73,124.33,106.99,90.33,104.1,114.98,110.08,111.28,117.13,96.16,88.44,109.73,112.95,107.59,109.63,118.88,104.91,80.08,105.28,109.29,102.65,109.06,115.3,101.85,81.32,98.01,90.38,94.61,77.01,75.76,66.36,54.6,61.75,52.86,38.62,38.52,34.02,27.38,24.22,27.9,26.99,25.23,25.14,26.09,23.31,21.34,26.42,24.74,24.02,23.78,24.86,21.51,18.81,20.83,19.78,21.58,20.03,20.06,22.11,17.95,23.07,24.09,24.78,23.62,25.78,21.59,19.66,25.52,24.68,25.12,24.35,26.47,25.05,21.94,28.13,26.71,26.46,27.15,30.16,27.28,23.39,29.35,30.1,30.67,28.84,31.8,29.01,23.75
city,San Diego,CA,,San Diego,walking,,100,105.63,108.34,110.89,137.98,173.29,131.88,111.29,104.15,111.57,118.52,145,168.67,113.99,106.43,110.18,107.32,114.92,147.14,176.16,105.87,102.55,106.26,107.77,115.27,143.1,191.04,110.82,102.61,112.25,114.25,129.83,176.62,207.91,162.5,127.89,112.78,113.66,123.55,152.65,170.21,131.77,111.63,113.29,116.52,122.8,153.43,187.22,120.55,111.66,127.32,112.74,118.5,152.35,184.6,136.4,111.01,98.54,106.3,93.51,110.29,123.22,86.64,76.4,70.67,52.21,57.2,53.72,55.63,43.49,46.62,48.91,45.08,44.74,51.58,50.4,43.35,50.01,46.8,48.86,49.08,53.45,46.95,38.1,37.62,37.3,42.51,39.13,38.89,52.29,32.77,42.62,49.8,51.8,51.28,55.01,53.86,43.17,51.49,52.22,54.53,56.22,61.5,62.92,49.88,56.98,58.59,58.4,61.96,72.09,76.28,61.07,64.98,66.9,65.29,66.28,77.04,80.42,58.31
city,San Francisco - Bay Area,CA,,San Francisco - Bay Area,driving,,100,104.21,106.18,106.36,122.64,113.41,88.8,93.39,104.98,107.24,107.3,119.47,109.95,83.02,95.83,101.08,102.55,107.28,119.84,109.55,77.61,95.55,100.86,102.7,109.42,121.05,115.31,89.9,101.77,106.75,109.2,118.5,134.38,115.94,95.72,95.19,107,105.28,109.61,124.77,118.74,94.03,104.88,109.28,112.69,114.39,125.81,115.27,87.81,100.86,109.23,105.44,108.4,116.44,102.73,79.26,91.22,94.67,93.93,90.38,93.48,69.17,51.49,69.85,44.76,42.72,43.76,45.92,37.88,30.67,37.39,37.15,38.41,39.16,42.68,34.93,29.66,38.06,39.25,39.29,38.93,44.4,35.34,27.59,34.63,38.93,38.93,39.43,45.52,40.02,29.96,38.61,40.59,42.78,41.5,47.14,44.38,36.64,41.83,42.24,44.12,45.68,52.35,48.69,39.91,44.63,46.78,46.9,49.1,56.59,52.03,44.28,49.53,53.27,53.2,55.21,63.3,59.81,48.58
city,San Francisco - Bay Area,CA,,San Francisco - Bay Area,transit,,100,101.59,104.05,97.69,115.19,108.1,92.83,98.47,108.29,114,113.35,122.65,112.84,90.13,107.83,104.67,108.54,110.47,122.26,111.39,87.44,103.25,106.6,108.83,112.99,125.9,121.33,90.89,108.49,111.13,112.76,115.84,129.3,116.41,99.89,101.12,111.35,113.44,116.27,129.56,120.02,98.3,108.15,109.17,113.6,114.74,123.34,110.45,88.94,99.32,103.16,107.46,104.42,116.29,93.85,78.34,95.86,94.8,91.52,80.45,79.75,49.01,42.38,43.54,28.09,26.75,27.13,26.78,18.94,21.62,24.92,22.92,23.28,23.78,21.86,15.46,17.89,21.95,22.88,22.52,21.29,22.66,14.8,16.69,19.14,21.05,19.83,21.28,19.61,14.89,15.92,19.97,19.16,23.26,21.01,24.66,14.62,17.9,19.63,19.62,20.46,20.31,21.32,15.44,17.05,19.17,21.23,21.39,21.31,22.4,16.75,21.17,22.91,22.92,23.03,23.45,24.06,22.7,18.61
city,San Francisco - Bay Area,CA,,San Francisco - Bay Area,walking,,100,106.46,98.83,74.53,99.76,119.78,90.66,80.92,81.42,90.81,89.39,103.58,116.24,76.52,76.55,79.07,82.47,85.66,99.37,108.14,70.82,73.24,79.4,83.19,86.51,102.05,122.9,78.99,79.96,85.72,88.49,93.38,118.9,130.79,100.59,81.2,81.12,84.93,91.9,109.06,118.27,89.75,88.22,95.27,96.45,94.8,105.12,108.7,77.06,75.15,85.04,80.68,81.73,92.69,92.65,67.85,66.15,67.89,66.96,62.35,63.71,48.78,35.14,39.44,25.78,25.78,27.83,28.39,26.27,21.91,22.5,20.91,24,24.44,25.93,21.85,20.15,24.66,25.59,25.83,24.99,27.75,20.44,16.31,19.16,25.61,24.79,24.72,28.58,27.43,20.97,25.61,27.83,27.39,25.68,27.78,30.59,25.29,25.81,26.95,28.35,29,33.09,33.26,27.06,27.72,30.07,28.37,29.65,34.55,34.72,30.92,30.41,32.33,32.98,33.8,38.05,38.82,30.53
city,Santa Barbara,CA,,Santa Barbara,driving,,100,104.89,115.87,115.65,152.02,150.91,127.32,127.35,107.27,111.55,118.96,138.74,134.91,110.02,102.31,104.33,108.6,109.82,132.69,133.83,95.82,100.8,100.03,104.19,117.75,134.57,140.83,109.93,107.3,107.03,109.61,135.89,180.42,162.47,150.03,157.77,116.48,118.37,128.58,149.12,141.72,122.35,111.84,107.32,105.29,117.75,140.94,143.15,115.47,105.02,110.48,108.61,115.47,141.34,136.15,109.77,108.57,97.36,101.59,103.15,104.22,91.63,75.77,74.61,72.78,69.54,64.62,60.35,51.39,34.95,43.87,47.72,47.69,47.38,52.71,49.61,43.9,48.11,49.48,47.67,48.15,54.01,50.53,35.28,42.93,43.42,44.27,40.28,54.17,53.43,36.24,46.46,51.52,54.44,53.93,58.47,58.75,48.65,53.26,54.3,57.58,60.7,71.03,73.11,61.44,57.66,59.48,60.28,64.63,75.31,78.72,65.26,63.12,66.76,66.86,76.86,83.1,86.24,66.35
city,Santa Barbara,CA,,Santa Barbara,transit,,100,106.76,107.03,101.88,114.48,90.37,82.17,91.87,101.42,100.97,100.97,115.63,90.43,74.12,86,87.45,88.9,94.58,110.24,90.78,76,88.17,89.65,89.35,96.43,108.29,91.69,75.27,88.66,94.88,100.11,108.13,106.3,82.78,69.03,84.66,95.58,95.31,98.31,106.95,88.84,76,90.59,90.91,88.92,91.1,98.58,89.86,64.55,89.81,86.24,86.19,82.94,100.67,86,65.06,76.37,77.07,74.31,65.16,64.39,54.33,43.55,36.71,34.08,29.36,27.62,17.86,12.6,9.9,14.24,12.23,12.79,13.27,10.27,10.06,9.98,12.04,14.29,12.01,11.72,15.85,10.49,7.99,9.41,8.42,9.28,8.88,9.63,9.79,7.91,9.33,10.54,11.42,11.05,9.01,9.57,10.22,9.41,11.32,10.83,13.27,12.85,11.53,11.02,11.69,13.41,10.3,11.99,13.25,12.98,9.65,10.32,10.99,11.61,12.95,12.42,12.63,10.35
city,Santa Barbara,CA,,Santa Barbara,walking,,100,109.53,109.84,108.53,173.32,211.97,150.73,112,103.62,108.63,121.37,158.07,182.79,103.93,89.31,93.39,95.09,101.93,144.26,174.56,99.06,89.38,91.01,98.58,107.6,143.43,175.23,108.32,91.4,102.01,101.97,117.75,181.87,212.61,176.29,131.08,109.41,113.12,118.83,164.84,184.85,120.11,103.81,96.47,97.69,112.28,148.11,187.29,105.66,97.32,118.5,97.1,117.29,138.16,170.64,108.88,88.19,77.44,85.76,86.07,92.51,87.13,62.46,48.55,56.08,50.41,48.24,35.98,44.12,24.73,31.98,32.65,33.84,32.4,37.24,34.84,33.48,34.4,36.41,37.55,38.69,38.19,37.36,21.54,33.31,29.73,34.12,22.54,36.82,39.98,27.13,32.54,36.61,35.68,37.93,41.76,41.11,34.82,37.33,36.88,39.92,40.98,47.97,51.73,41.92,40.3,41.86,41.42,42.57,48.61,59.41,46.44,40.62,49.53,44.12,44.63,53.12,65.49,39.81
