geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Denver,CO,,Denver,walking,,100,112.49,116.01,117.08,147.09,157.7,107.73,108.13,103.1,107.29,113.66,146.69,153.51,100.7,95.3,112.07,116.04,121.41,142.41,156.25,103.42,73.88,79.57,98.99,109.08,99.49,145.84,82,95.58,114.53,133.34,152.86,188.84,172.26,117.95,106.13,105.68,98.21,116.73,156.59,176.11,99.97,103.02,98.58,111.01,120.96,157.76,166.3,105.99,104.05,121,120.63,128.22,179.63,204.48,132.15,126.11,117.31,122.38,109.12,108.75,125.57,83.29,79.96,65.9,67.2,39.26,49.03,53.56,49.55,55.2,57.58,55.27,47.62,42.57,46.54,43.34,47.3,55.43,53.11,37.42,47.06,55.69,51.8,54.88,56.21,55.56,53.17,60.19,63.12,25.56,34.66,45.13,50.41,37.68,57.68,55.43,53.42,61.9,58.44,58.77,58.81,62.7,68.56,55.64,64.95,63.95,67.84,69.41,82.66,67.81,67.29,68.8,72.98,72.91,72.49,85.48,84.98,63.67
city,Detroit,MI,,Detroit,driving,,100,101.45,103.05,105.45,122.23,80.54,76.38,92.79,99.71,101.26,102.27,118.67,109.57,73.8,93.8,97.31,98.98,103.07,118.52,108.69,76.26,94.83,97.55,99.66,104.23,114.58,109.1,78.54,97.58,103.38,103.55,108.89,132.13,116.11,85.14,98.62,103.57,104.43,108.19,124.85,127.25,86.47,98.1,105.36,100.64,109.5,131.71,133.18,92.62,110.6,116.83,116.52,119.82,137.26,136.88,96.2,108.7,115.72,107.06,101.43,104.72,89.28,66.04,74.8,70.59,65.33,64.28,69.34,57.28,42.4,53.15,38.97,43.44,41.71,48.27,39.7,34.48,41.44,42.92,44.21,47.62,52.24,44.21,37.2,44.31,43.58,49.88,46.37,51.11,48.6,32.21,44.08,47.82,50.4,52.53,53.04,55.95,45.46,57.42,53.11,53.78,55.51,64.16,59.99,50.75,62.53,66.32,62.27,65.27,80.87,76.94,66.91,71.29,73.77,78.79,82.49,86.99,86.41,67.98
city,Detroit,MI,,Detroit,transit,,100,94.06,95.71,91.35,94.83,69.95,65.15,84.1,92.07,94.23,92.85,99.02,84.03,67.32,92.85,93.45,92.75,91.72,97.64,84.31,70.23,95.22,96.73,95.6,90.86,95.71,84.51,69.14,98.17,98.49,99.5,93.07,103.57,87.53,75.62,91.16,96.22,97.27,94.5,102.38,97.92,77.67,99.13,98.79,85.72,89.44,100.05,92.03,74.47,102.69,99.61,101.56,99.92,105.92,94.69,77.38,99.02,100.43,91.73,85.98,86.77,70.99,63.58,69.89,56.74,52.36,50.48,54.86,46,40.87,42.84,37.06,41.31,37.01,37.97,32.1,31.16,36.37,35.55,35.45,35.01,35.73,32.5,29.01,35.83,31.46,37.47,31.47,30.86,31.1,24.14,31.27,28.58,27.73,30,28.02,30.34,28.26,34.4,30.76,29.19,29.11,33.88,30.58,30.49,35.07,35.15,32.68,34.15,40.45,38.04,37.31,40.77,37.26,41,39.27,36.87,35.51,31.95
city,Detroit,MI,,Detroit,walking,,100,104.98,105.45,107.01,133.84,113.98,86.12,98.9,98.4,99.95,104.35,130.09,150.61,82.4,95.4,95.53,97.53,103.26,135.71,144.43,92.3,103.82,100.2,100.72,97.06,132.96,151.76,95.73,98.51,104.61,101.06,105.41,153,154.03,102.93,105.62,112.05,110.28,116.07,146.91,237.29,114.3,99.79,108.39,100.3,110.33,144.9,177.98,107.12,112.63,117.72,120.71,134.34,167.26,191.91,123.14,115.73,128.81,108.27,106.88,119.38,113.68,85.53,83.81,89.14,76.81,75.26,83.83,71.55,54.34,64.11,55.93,69.26,59.84,64.49,50.18,49.95,55.76,56.53,62.25,77.82,80.69,63.09,62.26,67.25,63.93,83.93,62.91,64,71.14,49.11,56.83,62.64,60.01,66.86,61.47,75.62,65.67,78.48,63.44,64.33,65.96,83.03,82.07,70.53,87.35,96.31,78.86,82.07,112.03,106.03,98.11,96.83,94.97,109.25,109.75,104.34,101.95,80.9
city,Fresno,CA,,Fresno,driving,,100,98.62,105.42,102.86,117.61,106.87,79.1,93.89,103.47,102.96,105.43,120.47,113.42,80.16,98.81,99.02,100.19,103.71,125.09,119.46,79.3,98.61,102.14,104.54,110.32,127.02,121.09,88.44,106.51,108.08,109.79,118.49,141.42,115.34,89.63,97.45,103.55,108.54,115.69,135.37,128.73,95.38,107.83,108.87,111.68,116.17,137.95,132.17,95.69,109.33,114.28,111.17,118.3,134.87,128.23,90.76,104.01,107.67,109.85,108.08,118.61,99.34,68.67,80.79,83.04,81.35,67.5,72.44,55.15,45.32,60.43,60.82,60.76,63.48,70.8,56.67,47.05,63.07,65.09,66.98,67.28,76.23,62.54,44.28,62.19,65.26,64.33,66.1,76.7,64.18,40.07,66.39,71.45,76.38,77.93,84.41,71.92,60.41,74.62,77.2,76.94,80.58,88.06,76.91,62.77,79.76,82.81,84.23,88.14,97.92,87.11,72.16,87.47,91.62,88.85,93.63,107.93,95.9,73.59
city,Fresno,CA,,Fresno,transit,,100,94.71,101.11,94.19,98.74,66.89,62.6,72.73,108.18,96.78,103,98.52,79.39,62.75,103.77,96.3,95.56,100.96,99.78,77.91,57.71,112.73,104.88,104.25,106.59,106.92,77.28,73.33,99.89,110.14,104.99,107.44,110.47,76.69,64.37,82.24,107.77,114.43,110.65,115.65,87.53,72.36,116.32,103.66,111.06,103.88,113.1,86.53,74.55,104.85,106.25,111.25,108.29,107.03,84.31,66.81,100.59,99.52,107.4,105.4,97.67,66.19,52.72,53.05,59.56,50.83,40.51,42.32,33.59,34.11,39.03,36.81,36.03,37.85,39.4,29.71,30,34.89,36.92,40.21,40.33,36.44,31.11,21.09,38.14,31.45,33.44,28.49,31.71,30.85,27.38,35.07,35.55,33.22,32.56,36.48,31.85,29.3,36.92,32.22,37.22,37.99,41.18,33.52,30.37,35.85,39.84,41.92,34.85,37.66,40.84,35.55,39.03,35.52,41.81,37.92,40.18,39.96,34.63
city,Fresno,CA,,Fresno,walking,,100,97.63,97.53,98.64,118.06,98.91,71.89,87.91,116.62,102.57,100.7,112.29,110.09,70.49,94.89,94.92,96.35,95.22,114.42,119.97,73.93,97.23,97.91,96.04,108.19,112.42,117.25,82.68,105.87,106.26,102.14,108.96,132.14,107.62,81.5,89.28,97.22,104.98,116.76,127.77,127.47,86.69,98.38,98.98,110.78,108.77,130.13,124.14,89.9,106.19,106.81,106.66,114.63,118.31,122.01,82.67,95.35,101.25,98.56,102.83,109.3,93.03,64.71,74.35,78.94,76.46,64.04,70.96,50.91,51.46,61.37,58.84,58.31,63.08,67.62,53.79,51.93,64.07,64.09,68.42,69.9,75.81,62.68,42.03,62.07,62.51,60.91,65.96,76.67,63.89,46.05,66.15,72.67,75.12,75.59,77.29,67.02,63.12,70.53,77.97,75.75,75.6,86.18,74.9,64.12,78.59,81.04,82.94,84.5,96.3,84.8,68.81,90.86,89.67,89.85,90.66,104.61,93.01,73.67
city,Grand Rapids,MI,Kent,Grand Rapids,driving,,100,104.65,105.34,106.65,134.66,104.47,77.76,100.94,112.36,105.96,106.92,126.07,124.01,78.18,96.38,101.79,103.35,110.29,129.07,131.14,84.43,97.9,102.53,102.99,107.35,123.17,122.96,82.74,101.61,109.52,115.02,115.8,141.94,135.1,90.57,103.1,106.33,111.86,114.98,141.05,139.52,88.56,103.53,108.82,109.22,114.16,137.63,134.59,89.64,100.54,105.1,111.05,118.25,134.92,140.03,97.22,106.27,123.33,111.71,110.71,108.04,91.3,64.35,73.74,68.74,66.09,65.06,71.66,59.6,43.66,57.68,41.19,46.69,45.54,51.62,39.38,31.92,44.32,45.46,46.52,51.86,58.04,42.47,40.39,48.76,47.58,50.2,49.31,55.04,50.44,30.2,46.39,49.25,52.32,54.99,58.1,59.03,47.74,59.86,55.38,56.71,59.87,70.52,63.05,57.39,64.81,70.75,66.6,71.05,89.06,76.17,63.15,80.94,79.77,85.66,90.01,97.13,89.42,58.2
city,Grand Rapids,MI,Kent,Grand Rapids,transit,,100,88.36,88.25,94.26,93.22,80.93,49.34,84.48,92.08,80.66,87.38,88.03,79.02,59.51,84.59,79.78,82.79,79.13,90.44,82.79,66.12,82.57,90.27,77.21,78.96,86.34,79.23,60.05,92.68,90.38,87.43,89.4,88.47,87.7,62.35,89.73,92.24,82.19,87.92,99.73,83.01,65.52,92.68,83.72,88.85,88.03,94.59,82.57,55.74,81.2,81.58,89.62,84.7,86.56,90.27,64.21,81.86,88.31,82.08,72.35,73.33,63.72,41.58,53.61,52.51,41.69,42.62,39.62,33.93,29.02,34.92,31.2,28.74,29.13,25.74,21.91,15.57,22.95,23.5,24.54,25.9,28.58,21.04,24.81,24.59,25.41,23.83,21.48,22.4,22.13,19.78,22.4,22.84,18.8,23.22,22.35,26.01,23.99,25.79,26.83,26.01,26.28,23.28,23.06,25.19,23.22,31.2,27.16,23.61,28.47,31.15,29.51,31.64,29.45,30.44,34.43,33.5,29.89,21.75
city,Grand Rapids,MI,Kent,Grand Rapids,walking,,100,104.67,101.61,113.66,162,148.89,93.85,96.6,100.9,104.05,101.25,137.92,187.4,85.27,92.7,94.72,104.17,115.58,154.34,212.32,101.31,97.82,96.82,104.26,101.23,131.36,193.8,97.18,99.75,113.96,152.96,104.43,170.85,234.16,100,96.62,101.69,106.4,110.4,161.23,219.24,98.11,96.9,101,103.66,106.23,150.48,184.3,105.25,96.54,97.29,114.3,132.02,149.12,199.67,137.84,100.46,129.13,121.21,134.15,114.48,133.77,70.53,71.2,73.1,65.36,62.85,68.1,64.56,48.84,59.31,54.06,58.93,51.91,59.57,41.73,38.15,49.22,47.38,55.31,73.71,71.05,47.35,63.52,62.46,59.72,62.23,51.98,58.08,65.31,43.56,46.61,47.6,49.93,52.81,57.03,70.3,64.52,67.43,50.39,52.21,60.55,66.77,64.59,68.87,70.89,83.7,58.26,66.46,93.08,85.71,72.46,90.78,80.65,92.36,94.52,96.65,87.9,54.09
city,Greensboro,NC,,Greensboro,driving,,100,103.78,106.89,110.17,139.36,122.37,91.54,106.51,105.74,103.8,108.29,127.98,134.05,89.76,97.79,104.16,105.51,111.06,129,130.62,91.11,103.28,107.62,107.46,98.9,136.66,131.37,96.44,108.06,109.14,112.88,122.53,161.52,143.42,101.39,112.95,111.53,112.3,97.3,131.88,149.81,101.55,108.14,115.5,118.31,128.47,153.31,158.43,115.89,113.17,114.37,114.25,119.53,139.56,138.15,102.1,115.58,121.58,125.1,121.05,133.54,119.72,79.68,95.05,88.91,86.24,86.9,96.21,78.47,55.38,64.92,68,70.63,69.28,73.31,57.01,47.49,62.55,59.61,63.2,65.68,75.56,63.94,49.43,66.83,66.69,68.8,72.13,74.98,66.74,42.65,66.8,72.28,79.58,81.52,91.02,80.17,60.61,77,80.87,82.8,76.61,94.9,80.58,63.41,83.04,85.72,87.87,88.98,102.91,93.06,73.71,90.83,89.19,92.96,98.71,110.11,108.34,79.37
city,Greensboro,NC,,Greensboro,transit,,100,88.11,91.15,88.02,107.65,82.3,67.56,83.41,83.78,86.27,78.43,84.33,92.07,63.13,73.36,78.89,73.18,76.41,85.25,82.76,69.22,78.99,80.09,84.24,69.95,82.21,87.93,76.22,82.95,84.79,92.35,88.11,92.26,84.98,72.72,81.2,82.95,84.52,70.41,92.63,95.85,74.75,80,81.29,80.09,90.6,105.16,95.67,74.01,83.04,73,71.06,81.66,92.63,84.52,87.56,78.62,80.92,81.94,77.79,80.18,74.29,50.6,59.54,59.82,55.3,56.87,60.92,47,34.65,48.11,40.74,42.58,38.16,43.04,40.55,31.61,41.75,39.17,38.34,40.18,45.62,31.52,33,40.28,37.33,39.72,35.67,38.06,37.97,24.42,41.11,44.79,38.43,37.6,46.27,42.49,32.9,41.94,44.24,48.48,38.8,47.19,39.26,31.71,41.29,45.81,43.87,44.88,44.98,41.75,34.84,48.11,45.53,44.7,46.36,43.04,45.81,44.88
city,Greensboro,NC,,Greensboro,walking,,100,104.37,96.51,97.84,125.58,114.35,80.54,83.01,89.29,88.51,86.29,110.31,138.43,74.54,78.5,90.34,82.23,90.23,104.24,120.77,72.7,85.98,88.36,87.88,78.81,113.97,123.27,76,85.17,82.15,90.85,97.81,144.47,136.71,79.58,90.8,92.36,86.25,78.21,119.23,152.37,83.38,84.29,94.17,95.37,107.29,126.39,154.95,110.82,90.21,90.18,88.04,92.83,105.73,116.07,83.15,96.25,101.28,121.68,99.3,111.41,117.07,63.92,78.37,72.27,69.12,70.48,80.85,63.78,46.59,54.56,55.94,63.99,52.65,62.54,55.19,47.03,53.75,48.54,51.74,53.44,64.48,53.93,44.17,58.88,56.44,58.52,59.15,62.06,59.1,33.98,56.26,59.22,62.93,65.17,73,67.23,49.56,62.59,66.85,70.89,56.12,73.92,63.42,51.2,67.19,71.31,69.67,70.84,78.08,78.33,58.33,72.65,72.02,77.64,77.59,87.2,89.76,65.82
city,Hartford,CT,,Hartford,driving,,100,106.84,111.72,113.47,134.62,98.52,87.75,109.32,106.63,109.67,112.45,133.39,116.77,86.06,98.07,102.36,106.48,109.28,130,116.89,82.31,99.86,107.29,105.91,103.21,124.16,121.68,88.34,103.65,107.86,107.49,115.81,152.24,122.97,94.97,111.66,110.94,116.43,118.21,141.97,134.65,96.3,105.71,109.06,112.31,117.05,140.7,133.05,96.82,108.95,114.68,114.56,122.99,136.5,131.17,97.24,109.3,108.27,109.16,105.18,113.36,97.48,69.81,78.55,67.07,68.74,62.59,71.3,61.88,45.62,47.11,52.77,49.92,56.47,66.15,52.77,37.89,50.08,52.46,54.3,53.05,57.93,56.31,43.69,55.74,57.33,52.85,52.17,63.36,60.37,38.71,45.83,61.97,64.12,64.03,71.69,58.95,58.92,62.86,57.72,64.37,67.29,70.13,77.45,49.31,60.97,73.16,73.15,66.74,79.58,84.03,72.01,71.94,79.61,74.08,81.32,85.58,84.39,68.97
city,Hartford,CT,,Hartford,transit,,100,103.55,109.35,109.55,108.21,75.27,72.86,101.3,120.43,128.35,116.55,121.83,87.88,83.71,125.51,114.14,115.15,115.09,118.9,91.89,78.72,118.31,116.88,119.78,109.55,112.38,91.79,72.89,107.53,114.4,109.32,125.12,126.62,96.77,82.34,109.06,125.48,121.93,126.43,133.66,100.88,89.18,130.27,119.19,111.18,119.16,120.56,100.62,82.73,120.4,113.16,115.84,117.14,118.67,102.64,84.39,116.26,116.94,106.39,100.16,89.38,71.1,65.59,77.26,63.51,62.82,56.73,57.58,44.87,43.24,41.67,37.15,31.83,34.25,34.02,24.24,20.95,27.7,24.18,27.76,25.97,29.2,27.34,27.11,34.83,31.93,35.13,30.47,39.33,30.04,28.15,31.96,34.96,32.55,30.92,36.82,31.28,29.75,38.35,29.98,34.86,37.18,35.48,34.18,28.9,40.53,42.55,43.7,38.09,42.07,44.35,43.37,45.16,42.33,45.75,42.46,40.05,35.42,36.04
city,Hartford,CT,,Hartford,walking,,100,112.19,113.06,111.84,134.9,113.92,97.81,108.67,106.94,108.88,114.21,133,129.11,89.8,108.23,99.16,107.42,108.3,130.99,130.34,85.84,104.97,105.85,109.07,96.4,125.13,135.69,85.1,102.66,106.92,113.22,114.9,159.12,132.29,103.94,113.64,112.12,127.49,116.1,137.68,150.69,99.98,114.72,111.95,115.43,111.3,137.57,140.28,98.8,105.25,111.91,115.87,124.8,148.85,147.53,96.09,115.96,108.45,115.98,102.19,106.17,120.14,75.01,84.28,71.82,79.57,64.42,84.32,66.1,55.9,49.93,60.4,55.74,68.5,79.81,58.86,42.29,58.28,59.94,61.09,57.03,60.88,63.22,51.51,69.39,67.71,65.8,56.98,68.17,63.99,48.41,45.25,69.45,70.43,66.94,73.41,58.6,63.46,66.3,60.18,64.07,64.43,66.76,89.96,47.09,64.76,86.54,75.71,67.4,83.08,95.89,86.48,80.13,87.09,77,90.2,85.82,82.05,71.75
city,Honolulu,HI,,Honolulu,driving,,100,101.54,109.14,107.09,120.63,114.9,93.59,94.33,102.37,101.57,106.28,112.36,107.16,83.86,95.7,99.22,97.2,107.3,112.81,106.89,77.61,93.62,96.7,99.54,100.77,108.7,108.97,87.26,109.44,99.32,103.48,108.76,132.73,113.92,98.14,98.38,104.01,107.22,105.49,122.01,116.24,92.59,102.99,104.67,105.84,108.05,120.04,113.5,90.55,97.54,98.88,99.92,107.05,122.98,113.34,93.56,98.54,99.95,99.24,99.25,105.52,99.97,82.01,83.72,74.66,69.9,63.42,64.07,52.3,40.57,46.71,37.4,36.59,34.7,38.43,32.81,27.23,34.62,36.08,35.93,34.68,38.86,35.49,27.61,34.09,34.95,34.8,35.69,38.98,34.21,23.45,34.48,34.47,38.37,37.52,42.41,39.36,31.03,38.02,38,38.86,37.76,42.25,40.92,32.73,38.81,39.78,40.97,46.88,48.86,47.6,36.4,44.1,45.71,50.1,46.29,54,56.69,42.84
city,Honolulu,HI,,Honolulu,transit,,100,98.95,99.61,99.69,106.93,95.55,80.38,83.88,93.52,98.12,91.56,101.35,94.49,79.95,97.07,89.55,91.63,89.36,93.78,88.07,77.48,92.66,88.98,96.32,86.48,100.63,97.43,83.42,93.83,88.16,90.51,92.56,100.79,96.03,88.72,89.37,89.06,85.57,87.35,97.29,89.73,78.86,88.09,88.56,90.19,86.33,92.54,86.52,75.19,83.56,83.89,85.82,84.7,89.21,86.21,66.85,82.46,77.56,76.08,69.6,76.47,68.95,56.06,56.97,42.48,38.62,35.67,34.69,24.44,20.32,20.12,14.8,13.4,12.16,13.72,12.78,9.35,12.49,12.69,12.1,9.55,11.18,9.94,8.51,11.08,10.72,10.87,11.35,11.22,8.96,6.81,11.39,10.41,10.29,10.95,10.51,9.36,8.73,11.3,10.8,10.61,10.29,10.81,9.34,9.36,11.42,11.8,11.07,11.82,12.12,11.37,10.5,12.6,13.16,13.79,13.02,13.4,12.89,11.08
city,Honolulu,HI,,Honolulu,walking,,100,95,92.89,96.32,111.24,114.11,101.22,96.98,92.58,92.55,94.37,104.5,104.78,87.57,86.04,84.27,83.37,89.72,100.75,99.67,86.74,89.68,88.66,87.87,91.2,101.71,107.96,92.82,92.15,89.98,93.68,98.14,118.56,122.09,110.62,107.02,97.97,96.15,99.24,111.03,114,99.44,97.8,95.04,96.03,99.3,107.79,108.57,95.55,89.6,87.6,88.22,93.89,101.08,113.1,98.55,90.81,90.61,87.06,88.56,95.13,100.65,85.77,78.33,66.77,58.94,52.69,45.69,36.05,27.44,27.43,22.19,20.48,19.91,20.99,18.14,17.21,18.83,19.11,21.3,18.85,22.47,18.97,14.82,18.89,18.91,19.24,19.43,19.99,19.1,13.18,17.38,18.35,19.84,20.23,22.41,20.46,16.53,20.12,20.1,19.99,18.85,22.34,19.5,16.48,21.15,20.12,19.51,22.51,25.31,24.5,18.1,24.38,23.69,23.46,23.03,26.18,28.05,20.79
city,Houston,TX,,Houston,driving,,100,102.34,106.95,107.64,124.28,119.01,89.65,97.88,103.35,99.22,106.19,127.25,122.18,80.59,97.15,97.96,100.42,103.73,122.36,125.73,81.6,95.91,101.99,98.77,106.41,123.66,128.93,84.15,98.92,103.58,107.87,118.92,146.2,127.38,92.05,103.92,106.27,106.57,109.73,131.8,132.26,86.85,103.61,113.03,112.99,135.22,139.72,143,90.52,108.73,115.87,111.15,121.4,141.03,134.87,93.83,110.6,116.75,112.94,108.12,110.98,101.18,70.91,81.78,74.33,71.49,70.52,69.39,57.4,43.52,59.25,59.64,48.64,50.73,57.29,48.1,40.12,50.04,52.84,53.67,52.66,58.34,46.36,40.34,51.05,53.57,54.13,55.36,60.55,54.01,37.42,55.7,57.49,61.85,63.15,68.88,62.41,45.57,64.13,63.28,62.24,68.81,76.27,70.55,55.99,66.54,64.37,68.49,74.62,87.87,82.95,63.53,76.74,80.1,81.63,83.69,95.23,95.1,67.81
city,Houston,TX,,Houston,transit,,100,99.97,102.76,102.02,105.19,89.65,76.89,91.53,104.69,91.49,101.22,102.55,91.59,72.75,98.29,90.91,93.73,94.44,99.63,93.26,71.7,98.72,101.49,94.69,93.78,101.54,96.22,73.58,96.5,97.5,98.3,101.49,110.3,95.15,79.18,97.89,99.57,99.32,93.7,111.87,107.67,72.44,95.29,100.6,98.28,106.67,106.22,102.6,74.67,101.08,106.66,100.23,106.46,110.01,99.53,81.56,101.91,107.1,94.57,87.92,82.77,73.54,63.1,72.89,64.02,59.15,58.06,50.54,42.4,39.33,52.03,50.97,43.45,44.14,43.71,38.72,34.42,43.16,42.17,38.85,40.16,40.16,31.56,33.74,39.59,42.78,41.13,39.41,40.54,36.09,31.04,38.2,39.8,39.76,38.46,41.46,39.79,32.53,43.37,42.5,40.89,43.22,44.74,40.69,37.13,44.84,42.73,43.95,46.76,51.17,48.69,41.9,52.02,51.25,51.35,50.44,53.07,50.45,41.3
city,Houston,TX,,Houston,walking,,100,103.48,108.19,108.28,126.26,141.43,112.45,104.62,101.34,90.93,103.05,124.8,138.2,94.49,92.72,89.51,93.53,97.2,124.63,144.99,87.6,93.35,100.93,94.33,102.85,123.94,149.31,86.31,94.96,96.97,96.24,113.3,152.29,150.56,99.76,104.45,99.94,99.27,99.11,130.26,154.44,91.42,95.48,106.93,104.8,117.29,146.88,176.99,94.18,104.01,114.48,103.79,119.26,147.98,157.63,105.95,113.49,117.95,110.56,107.23,113.84,112.13,77.98,83.69,77.96,73.92,76.33,67.76,60.6,49.92,64.7,65.9,54.19,56.67,61.5,52.98,50.29,55.35,60.62,62.09,58.29,62.68,49.27,49.75,56.77,59.63,60.23,60.15,67.47,62.47,45.96,62.39,63.04,67.89,68.34,73.07,67.83,51.35,70.8,69.33,67.23,74.44,81.08,74.03,64.74,72.55,66.02,73.32,82.54,91.64,91.34,70.65,83.24,83.87,87.52,88.41,99.86,106.14,75.28
city,Indianapolis,IN,,Indianapolis,driving,,100,102.68,105.5,106.26,122.55,113.71,81.33,98.72,100.42,105.09,105.67,122.55,117.7,82.12,94.65,100.79,101.82,103.45,123.39,121.24,81.73,96.49,102.05,101.97,102.85,119.07,119.77,87.05,102.29,107.24,104.61,107.69,131.68,126,92.09,105.09,107.53,110.68,122.98,134.18,135.73,91.15,101.24,108.59,107.35,113.92,136.74,140.46,95.71,107.45,118.23,117.31,123.36,135.88,137.01,94.68,103.08,108.3,108.11,105.94,113.23,89.56,69.81,80.95,75.41,68.84,67.35,77,61.25,44.33,61.66,61.14,54.52,55.69,60.01,51.39,42.86,58.77,57.88,58.69,62.68,70.96,57.49,45.68,63.07,65.06,67.27,68.02,76.72,66.36,40.97,66.58,69.5,72.89,76.96,77.95,79.15,58.83,81.21,80.26,83.45,76.59,98.45,79.61,63.28,85.39,87.44,80.76,85.87,105.56,98.27,71.76,94.17,88.73,96.63,102.25,109.07,106.06,73.72
city,Indianapolis,IN,,Indianapolis,transit,,100,96.11,94.9,92.57,99.98,90.05,78.82,93.45,98.23,98.49,92.43,104.68,93.85,78.28,96.11,95.11,98.25,95.81,98.76,113.89,76.86,97.81,98.51,100.56,98.11,106.34,101.54,83.01,102.19,101.05,97.48,88.23,105.8,99.88,87.46,102.56,106.92,106.15,100.51,109.37,103.61,81.66,96.92,104.29,94.8,93.99,103.89,106.64,88.25,104.5,104.92,100.7,112.26,98.67,101.33,78.54,95.27,97.04,97.53,88.44,91.24,67.42,65.04,72.92,63.85,56.75,57.33,57.73,44.07,42.18,49.9,48.96,48.85,47.31,42.81,41.72,35.38,48.12,48.12,45.7,50.03,51.88,45.61,40.95,53.83,54.91,52.27,49.13,53.02,42.72,34.07,43.21,47.31,46.42,47.54,48.68,52.34,42.81,53.97,53.93,57.17,46.7,54.7,46,44.44,55,54.95,50.85,49.97,58.89,60.24,49.66,61.03,51.39,52.65,58.08,55.91,55.35,43.02
city,Indianapolis,IN,,Indianapolis,walking,,100,101.95,97.32,100.88,144.5,157.81,86.6,92.14,91.93,94.7,94.32,131.54,166.42,89.1,85.92,92.96,99.55,105.19,132.81,153.94,93.24,96.68,89.08,85.22,88.67,121.61,153.79,113.74,95.65,98.66,96.35,91.08,133.78,151.73,98.39,103.83,114.98,106.84,104.7,142.61,180.06,96.97,93.09,105.9,108.45,117.25,141.71,178.15,113.59,102.94,117.84,126.72,124.42,128.59,173.27,110.74,101.5,109.11,112.82,101.85,114.45,96.97,72.32,74.79,77.8,62.95,62.99,72.21,57.94,45.11,59.16,59.75,66.4,62.31,58.7,57.89,50.69,65.68,57.82,59.34,73.48,77.79,62.78,53.7,74.51,80.2,76.96,67.34,76.36,73.61,44.93,61.17,62.65,64.74,69.29,67.79,81.25,62.8,83.9,77.61,84.63,66.22,97.31,81.58,65.2,88.96,94.17,72.37,76.41,107.39,108.56,76.94,97.91,86.05,102.28,105.28,108.78,110.46,75.49
city,Jacksonville,FL,,Jacksonville,driving,,100,102.63,102.68,108.71,123.1,114.43,78.55,94.7,100.27,98.2,102.66,120.73,111.73,74.82,94.19,100.01,101.51,107.96,121.48,110.31,76.54,97.03,103.2,104.3,103.55,121.18,115.44,84.19,102.24,106.85,109.89,119.44,136.12,121.91,86.87,102.97,108.73,109.03,113.01,126.25,119.35,85.64,105.5,112.02,128.86,121.72,136.67,135.99,90.8,110.03,115.17,121.55,119.58,137.91,129.09,88.76,109.57,113.47,115.95,118.34,123.45,109.53,79.49,90.17,86.39,82.5,82.97,85.88,71.43,51.06,65.56,65.36,65.57,67.18,73.87,65.78,49.3,62.04,62.52,62.56,65.8,62.61,52.71,39.3,56.74,58.51,58.76,62.35,68.32,60.03,38.85,57.76,59.14,62.42,69.68,77.14,68.62,53.55,67.13,71.73,72.37,72.85,79.13,78.82,60.54,73.7,76.44,78.98,80.2,94.19,87.56,68.49,85.22,89.59,87.77,91.78,106.82,99.58,71.72
